DEPTH,RHOB,RHOB_2,DT,GR,PHIT,AI_obs,AI_obs_2,VP,VP_2,VS,LITHOLOGY,AI,SI,VPVS,PR,G_SAT,M_SAT,K_SAT,VP_gas,VS_gas,RHOB_gas,AI_gas,VPVS_gas,PR_gas,K_dry
54.0,2.04504,2.23057,160.95296,4.91519,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
54.15,2.04504,2.23057,160.95296,4.9152,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
54.3,2.04504,2.23057,160.95296,4.9395,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
54.45,2.04504,2.23057,160.95296,4.8545,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
54.6,2.04504,2.23057,160.95296,4.5323,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
54.75,2.04504,2.23057,160.95296,4.2718,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
54.9,2.04504,2.23057,160.95296,3.92251,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
55.05,2.04504,2.23057,160.95296,3.8972,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
55.2,2.04504,2.23057,160.95296,3.6836,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
55.35,2.04504,2.23057,160.95296,3.2261,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
55.5,2.04504,2.23057,160.95296,3.1693,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
55.65,2.04504,2.23057,160.95296,3.1693,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
55.8,2.04504,2.23057,160.95296,3.1953,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
55.95,2.04504,2.23057,160.95296,3.31,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
56.1,2.04504,2.23057,160.95296,3.4477,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
56.25,2.04504,2.23057,160.95296,4.34549,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
56.4,2.04504,2.23057,160.95296,5.55338,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
56.55,2.04504,2.23057,160.95296,6.1277,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
56.7,2.04504,2.23057,160.95296,6.1491,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
56.85,2.04504,2.23057,160.95296,6.3564,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
57.0,2.04504,2.23057,160.95296,6.1211,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
57.15,2.04504,2.23057,160.95296,5.9949,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
57.3,2.04504,2.23057,160.95296,5.7919,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
57.45,2.04504,2.23057,160.95296,5.7115,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
57.6,2.04504,2.23057,160.95296,5.5694,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
57.75,2.04504,2.23057,160.95296,4.96331,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
57.9,2.04504,2.23057,160.95296,4.9592,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
58.05,2.04504,2.23057,160.95296,4.9592,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
58.2,2.04504,2.23057,160.95296,5.2512,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
58.35,2.04504,2.23057,160.95296,5.2676,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
58.5,2.04504,2.23057,160.95296,5.2676,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
58.65,2.04504,2.23057,160.95296,4.74241,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
58.8,2.04504,2.23057,160.95296,4.2328,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
58.95,2.04504,2.23057,160.95296,3.79891,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
59.1,2.04504,2.23057,160.95296,3.1139,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
59.25,2.04504,2.23057,160.95296,3.0002,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
59.4,2.04504,2.23057,160.95296,2.904,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
59.55,2.04504,2.23057,160.95296,2.8819,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
59.7,2.04504,2.23057,160.95296,3.0304,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
59.85,2.04504,2.23057,160.95296,3.1464,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
60.0,2.04504,2.23057,160.95296,3.3941,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
60.15,2.04504,2.23057,160.95296,3.583,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
60.3,2.04504,2.23057,160.95296,3.9703,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
60.45,2.04504,2.23057,160.95296,4.247,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
60.6,2.04504,2.23057,160.95296,4.6752,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
60.75,2.04504,2.23057,160.95296,4.8436,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
60.9,2.04504,2.23057,160.95296,4.8436,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
61.05,2.04504,2.23057,160.95296,5.3656,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
61.2,2.04504,2.23057,160.95296,5.6592,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
61.35,2.04504,2.23057,160.95296,5.6592,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
61.5,2.04504,2.23057,160.95296,4.83711,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
61.65,2.04504,2.23057,160.95296,4.27361,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
61.8,2.04504,2.23057,160.95296,4.2736,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
61.95,2.04504,2.23057,160.95296,4.70669,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
62.1,2.04504,2.23057,160.95296,5.0658,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
62.25,2.04504,2.23057,160.95296,5.0658,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
62.4,2.04504,2.23057,160.95296,4.42771,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
62.55,2.04504,2.23057,160.95296,3.7723,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
62.7,2.04504,2.23057,160.95296,3.7723,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
62.85,2.04504,2.23057,160.95296,4.0717,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
63.0,2.04504,2.23057,160.95296,4.96399,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
63.15,2.04504,2.23057,160.95296,5.64579,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
63.3,2.04504,2.23057,160.95296,5.6458,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
63.45,2.04504,2.23057,160.95296,5.509,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
63.6,2.04504,2.23057,160.95296,5.292,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
63.75,2.04504,2.23057,160.95296,5.292,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
63.9,2.04504,2.23057,160.95296,5.3446,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
64.05,2.04504,2.23057,160.95296,5.4499,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
64.2,2.04504,2.23057,160.95296,5.4499,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
64.35,2.04504,2.23057,160.95296,5.3796,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
64.5,2.04504,2.23057,160.95296,5.2047,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
64.65,2.04504,2.23057,160.95296,5.2047,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
64.8,2.04504,2.23057,160.95296,5.3314,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
64.95,2.04504,2.23057,160.95296,5.7632,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
65.1,2.04504,2.23057,160.95296,5.8674,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
65.25,2.04504,2.23057,160.95296,5.9982,0.37811,3953100.0,7131.79,1896.3003,2391.9048,1106.3322,1,3878.0111,2262.49418,1.71404,0.24199,2.50307,7.35387,4.01645,1418.011,1209.0546,1.71231,2428.0679,1.17283,-0.83148,0.0
