DEPTH,RHOB,RHOB_2,DT,GR,PHIT,AI_obs,AI_obs_2,VP,VP_2,VS,LITHOLOGY,AI,SI,VPVS,PR,G_SAT,M_SAT,K_SAT,VP_gas,VS_gas,RHOB_gas,AI_gas,VPVS_gas,PR_gas,K_dry
32.55,2.0781,2.07792,148.78172,12.85,0.3574,4088160.0,-61304.113,2048.64,2021.0159,991.1544,1,4257.27849,2059.71796,2.06692,0.3472,2.0415,8.72163,5.99963,1267.5883,1075.91,1.76359,2235.5034,1.17815,-0.7885,0.0
32.7,2.0781,2.07792,148.78172,12.85,0.3574,4088259.8,-66907.664,2048.64,2021.0159,991.1544,1,4257.27849,2059.71796,2.06692,0.3472,2.0415,8.72163,5.99963,1267.5883,1075.91,1.76359,2235.5034,1.17815,-0.7885,0.0
32.85,2.07816,2.07792,148.78172,12.85,0.3574,4088470.0,-72294.24,2048.64,2021.0159,991.1544,1,4257.40109,2059.77728,2.06692,0.3472,2.04156,8.72188,5.99981,1267.5844,1075.9073,1.76365,2235.5723,1.17815,-0.78851,0.0
33.0,2.0782,2.07792,148.78172,12.85,0.3574,4088660.0,-77680.984,2048.64,2021.0159,991.1544,1,4257.48363,2059.81721,2.06692,0.3472,2.0416,8.72205,5.99992,1267.5817,1075.9054,1.76369,2235.6187,1.17815,-0.78851,0.0
33.15,2.0782,2.07792,148.78172,12.85,0.3574,4088760.0,-83067.63,2048.64,2021.0159,991.1544,1,4257.48363,2059.81721,2.06692,0.3472,2.0416,8.72205,5.99992,1267.5817,1075.9054,1.76369,2235.6187,1.17815,-0.78851,0.0
33.3,2.0782,2.07792,148.78172,12.85,0.3574,4088859.8,-88454.22,2048.64,2021.0159,991.1544,1,4257.48363,2059.81721,2.06692,0.3472,2.0416,8.72205,5.99992,1267.5817,1075.9054,1.76369,2235.6187,1.17815,-0.78851,0.0
33.45,2.0782,2.07792,148.78172,12.85,0.3574,4088960.0,-93840.96,2048.64,2021.0159,991.1544,1,4257.48363,2059.81721,2.06692,0.3472,2.0416,8.72205,5.99992,1267.5817,1075.9054,1.76369,2235.6187,1.17815,-0.78851,0.0
33.6,2.07825,2.07792,148.78172,12.85,0.3573,4089149.8,-99227.54,2048.64,2021.0159,991.1544,1,4257.58572,2059.8666,2.06692,0.3472,2.04165,8.72226,6.00007,1267.5537,1075.8763,1.76383,2235.7441,1.17816,-0.78846,0.0
33.75,2.0783,2.07792,148.78172,12.85,0.3573,4089350.0,-103753.99,2048.64,2021.0159,991.1544,1,4257.68829,2059.91623,2.06692,0.3472,2.0417,8.72247,6.00021,1267.5504,1075.874,1.76388,2235.8018,1.17816,-0.78847,0.0
33.9,2.0783,2.07792,148.78172,12.85,0.3573,4089450.0,-108280.945,2048.64,2021.0159,991.1544,1,4257.68829,2059.91623,2.06692,0.3472,2.0417,8.72247,6.00021,1267.5504,1075.874,1.76388,2235.8018,1.17816,-0.78847,0.0
34.05,2.0783,2.07792,148.78172,12.85,0.3573,4089550.0,-112808.01,2048.64,2021.0159,991.1544,1,4257.68829,2059.91623,2.06692,0.3472,2.0417,8.72247,6.00021,1267.5504,1075.874,1.76388,2235.8018,1.17816,-0.78847,0.0
34.2,2.07834,2.07792,148.78172,12.85,0.3573,4089729.8,-117334.97,2048.64,2021.0159,991.1544,1,4257.77034,2059.95593,2.06692,0.3472,2.04173,8.72264,6.00033,1267.5477,1075.8722,1.76392,2235.8477,1.17816,-0.78847,0.0
34.35,2.0784,2.07792,148.78172,12.85,0.3573,4089940.0,-121861.03,2048.64,2021.0159,991.1544,1,4257.89294,2060.01524,2.06692,0.3472,2.04179,8.72289,6.0005,1267.5437,1075.8694,1.76398,2235.9165,1.17816,-0.78848,0.0
34.5,2.0784,2.07792,148.78172,12.85,0.3573,4090040.2,-126387.99,2048.64,2021.0159,991.1544,1,4257.89294,2060.01524,2.06692,0.3472,2.04179,8.72289,6.0005,1267.5437,1075.8694,1.76398,2235.9165,1.17816,-0.78848,0.0
34.65,2.0784,2.07792,148.78172,12.85,0.3573,4090140.0,-130266.95,2048.64,2021.0159,991.1544,1,4257.89294,2060.01524,2.06692,0.3472,2.04179,8.72289,6.0005,1267.5437,1075.8694,1.76398,2235.9165,1.17816,-0.78848,0.0
34.8,2.0784,2.07792,148.78172,12.85,0.3572,4090240.0,-133602.02,2048.64,2021.0159,991.1544,1,4257.89294,2060.01524,2.06692,0.3472,2.04179,8.72289,6.0005,1267.519,1075.8425,1.76406,2235.9846,1.17816,-0.78843,0.0
34.95,2.07843,2.07792,148.78172,12.85,0.3572,4090410.0,-136935.97,2048.64,2021.0159,991.1544,1,4257.95448,2060.04502,2.06692,0.3472,2.04182,8.72302,6.00059,1267.5171,1075.8412,1.76409,2236.0193,1.17816,-0.78843,0.0
35.1,2.0785,2.07792,148.78172,12.85,0.3572,4090640.2,-140271.03,2048.64,2021.0159,991.1544,1,4258.09808,2060.11449,2.06692,0.3472,2.04189,8.72331,6.00079,1267.5125,1075.8379,1.76416,2236.0999,1.17816,-0.78843,0.0
35.25,2.0785,2.07792,148.78172,12.85,0.3572,4090730.0,-143604.98,2048.64,2021.0159,991.1544,1,4258.09808,2060.11449,2.06692,0.3472,2.04189,8.72331,6.00079,1267.5125,1075.8379,1.76416,2236.0999,1.17816,-0.78843,0.0
35.4,2.0785,2.07792,148.78172,12.85,0.3572,4090829.8,-146938.95,2048.64,2021.0159,991.1544,1,4258.09808,2060.11449,2.06692,0.3472,2.04189,8.72331,6.00079,1267.5125,1075.8379,1.76416,2236.0999,1.17816,-0.78843,0.0
35.55,2.07853,2.07792,148.78172,12.85,0.3572,4090980.0,-149831.0,2048.64,2021.0159,991.1544,1,4258.15963,2060.14427,2.06692,0.3472,2.04192,8.72344,6.00087,1267.5105,1075.8365,1.76419,2236.1345,1.17816,-0.78844,0.0
35.7,2.0786,2.07792,148.78172,12.85,0.3572,4091230.0,-151669.98,2048.64,2021.0159,991.1544,1,4258.30274,2060.21351,2.06692,0.3472,2.04199,8.72373,6.00108,1267.5059,1075.8334,1.76426,2236.2148,1.17816,-0.78844,0.0
35.85,2.0786,2.07792,148.78172,12.85,0.3571,4091330.0,-153509.02,2048.64,2021.0159,991.1544,1,4258.30274,2060.21351,2.06692,0.3472,2.04199,8.72373,6.00108,1267.4812,1075.8065,1.76435,2236.283,1.17817,-0.78839,0.0
36.0,2.0786,2.07792,148.78172,12.85,0.3571,4091429.8,-155349.0,2048.64,2021.0159,991.1544,1,4258.30274,2060.21351,2.06692,0.3472,2.04199,8.72373,6.00108,1267.4812,1075.8065,1.76435,2236.283,1.17817,-0.78839,0.0
36.15,2.0786,2.07792,148.78172,12.85,0.3571,4091530.0,-157187.98,2048.64,2021.0159,991.1544,1,4258.30274,2060.21351,2.06692,0.3472,2.04199,8.72373,6.00108,1267.4812,1075.8065,1.76435,2236.283,1.17817,-0.78839,0.0
36.3,2.07862,2.07792,148.78172,12.85,0.3571,4091660.0,-159027.0,2048.64,2021.0159,991.1544,1,4258.34425,2060.23359,2.06692,0.3472,2.04201,8.72381,6.00113,1267.4799,1075.8055,1.76437,2236.3062,1.17817,-0.78839,0.0
36.45,2.0787,2.07792,148.78172,12.85,0.3571,4091920.0,-160791.98,2048.64,2021.0159,991.1544,1,4258.50788,2060.31276,2.06692,0.3472,2.04209,8.72415,6.00137,1267.4745,1075.8019,1.76445,2236.398,1.17817,-0.7884,0.0
36.6,2.0787,2.07792,148.78172,12.85,0.3571,4092020.0,-161120.0,2048.64,2021.0159,991.1544,1,4258.50788,2060.31276,2.06692,0.3472,2.04209,8.72415,6.00137,1267.4745,1075.8019,1.76445,2236.398,1.17817,-0.7884,0.0
36.75,2.0787,2.07792,148.78172,12.85,0.3571,4092120.0,-161447.0,2048.64,2021.0159,991.1544,1,4258.50788,2060.31276,2.06692,0.3472,2.04209,8.72415,6.00137,1267.4745,1075.8019,1.76445,2236.398,1.17817,-0.7884,0.0
36.9,2.0787,2.07792,148.78172,12.85,0.357,4092220.0,-161775.0,2048.64,2021.0159,991.1544,1,4258.50788,2060.31276,2.06692,0.3472,2.04209,8.72415,6.00137,1267.45,1075.775,1.76454,2236.466,1.17817,-0.78835,0.0
37.05,2.07871,2.07792,148.78172,12.85,0.357,4092340.2,-162103.0,2048.64,2021.0159,991.1544,1,4258.52839,2060.32268,2.06692,0.3472,2.0421,8.72419,6.00139,1267.4492,1075.7747,1.76455,2236.4778,1.17817,-0.78835,0.0
37.2,2.0788,2.07792,148.78172,12.85,0.357,4092610.2,-162431.0,2048.64,2021.0159,991.1544,1,4258.71253,2060.41177,2.06692,0.3472,2.04219,8.72457,6.00165,1267.4432,1075.7705,1.76464,2236.581,1.17817,-0.78836,0.0
37.35,2.0788,2.07792,148.78172,12.85,0.357,4092710.0,-162758.0,2048.64,2021.0159,991.1544,1,4258.71253,2060.41177,2.06692,0.3472,2.04219,8.72457,6.00165,1267.4432,1075.7705,1.76464,2236.581,1.17817,-0.78836,0.0
37.5,2.0788,2.07792,148.78172,12.85,0.357,4092810.0,-161963.0,2048.64,2021.0159,991.1544,1,4258.71253,2060.41177,2.06692,0.3472,2.04219,8.72457,6.00165,1267.4432,1075.7705,1.76464,2236.581,1.17817,-0.78836,0.0
37.65,2.0788,2.07792,148.78172,12.85,0.357,4092920.2,-160892.02,2048.64,2021.0159,991.1544,1,4258.71253,2060.41177,2.06692,0.3472,2.04219,8.72457,6.00165,1267.4432,1075.7705,1.76464,2236.581,1.17817,-0.78836,0.0
37.8,2.0789,2.07792,148.78172,12.85,0.357,4093210.2,-159820.0,2048.64,2021.0159,991.1544,1,4258.91768,2060.51102,2.06692,0.3472,2.04228,8.72499,6.00194,1267.4366,1075.7659,1.76474,2236.6963,1.17817,-0.78837,0.0
37.95,2.0789,2.07792,148.78172,12.85,0.3569,4093310.0,-158749.02,2048.64,2021.0159,991.1544,1,4258.91768,2060.51102,2.06692,0.3472,2.04228,8.72499,6.00194,1267.412,1075.739,1.76483,2236.7644,1.17818,-0.78832,0.0
38.1,2.0789,2.07792,148.78172,12.85,0.3569,4093399.8,-157677.98,2048.64,2021.0159,991.1544,1,4258.91768,2060.51102,2.06692,0.3472,2.04228,8.72499,6.00194,1267.412,1075.739,1.76483,2236.7644,1.17818,-0.78832,0.0
38.25,2.0789,2.07792,148.78172,12.85,0.3569,4093510.0,-156606.0,2048.64,2021.0159,991.1544,1,4258.91768,2060.51102,2.06692,0.3472,2.04228,8.72499,6.00194,1267.412,1075.739,1.76483,2236.7644,1.17818,-0.78832,0.0
38.4,2.0789,2.07792,148.78172,12.85,0.3569,4093600.0,-154881.02,2048.64,2021.0159,991.1544,1,4258.91768,2060.51102,2.06692,0.3472,2.04228,8.72499,6.00194,1267.412,1075.739,1.76483,2236.7644,1.17818,-0.78832,0.0
38.55,2.079,2.07792,148.78172,12.85,0.3569,4093890.0,-152634.0,2048.64,2021.0159,991.1544,1,4259.12233,2060.61003,2.06692,0.3472,2.04238,8.72541,6.00223,1267.4054,1075.7344,1.76493,2236.8794,1.17818,-0.78833,0.0
38.7,2.079,2.07792,148.78172,12.85,0.3569,4093999.8,-150387.02,2048.64,2021.0159,991.1544,1,4259.12233,2060.61003,2.06692,0.3472,2.04238,8.72541,6.00223,1267.4054,1075.7344,1.76493,2236.8794,1.17818,-0.78833,0.0
38.85,2.079,2.07792,148.78172,12.85,0.3569,4094100.0,-148139.98,2048.64,2021.0159,991.1544,1,4259.12233,2060.61003,2.06692,0.3472,2.04238,8.72541,6.00223,1267.4054,1075.7344,1.76493,2236.8794,1.17818,-0.78833,0.0
39.0,2.079,2.07792,148.78172,12.85,0.3569,4094200.0,-145893.0,2048.64,2021.0159,991.1544,1,4259.12233,2060.61003,2.06692,0.3472,2.04238,8.72541,6.00223,1267.4054,1075.7344,1.76493,2236.8794,1.17818,-0.78833,0.0
39.15,2.07909,2.07792,148.78172,12.85,0.3568,4094480.0,-143646.03,2048.64,2021.0159,991.1544,1,4259.30696,2060.69936,2.06692,0.3472,2.04247,8.72579,6.00249,1267.3749,1075.7035,1.76511,2237.051,1.17818,-0.78828,0.0
39.3,2.0791,2.07792,148.78172,12.85,0.3568,4094590.0,-141129.98,2048.64,2021.0159,991.1544,1,4259.32698,2060.70905,2.06692,0.3472,2.04248,8.72583,6.00252,1267.3741,1075.703,1.76512,2237.0623,1.17818,-0.78828,0.0
39.45,2.0791,2.07792,148.78172,12.85,0.3568,4094690.0,-138012.03,2048.64,2021.0159,991.1544,1,4259.32698,2060.70905,2.06692,0.3472,2.04248,8.72583,6.00252,1267.3741,1075.703,1.76512,2237.0623,1.17818,-0.78828,0.0
39.6,2.0791,2.07792,148.78172,12.85,0.3568,4094790.0,-134893.97,2048.64,2021.0159,991.1544,1,4259.32698,2060.70905,2.06692,0.3472,2.04248,8.72583,6.00252,1267.3741,1075.703,1.76512,2237.0623,1.17818,-0.78828,0.0
39.75,2.0791,2.07792,148.78172,12.85,0.3568,4094890.2,-131776.02,2048.64,2021.0159,991.1544,1,4259.32698,2060.70905,2.06692,0.3472,2.04248,8.72583,6.00252,1267.3741,1075.703,1.76512,2237.0623,1.17818,-0.78828,0.0
39.9,2.07918,2.07792,148.78172,12.85,0.3568,4095150.0,-128658.04,2048.64,2021.0159,991.1544,1,4259.4911,2060.78845,2.06692,0.3472,2.04256,8.72616,6.00275,1267.3689,1075.6993,1.7652,2237.1545,1.17818,-0.78829,0.0
40.05,2.0792,2.07792,148.78172,12.85,0.3568,4095280.0,-125541.0,2048.64,2021.0159,991.1544,1,4259.53212,2060.8083,2.06692,0.3472,2.04258,8.72625,6.00281,1267.3676,1075.6984,1.76522,2237.1775,1.17818,-0.78829,0.0
40.2,2.0792,2.07792,148.78172,12.85,0.3567,4095380.0,-122390.02,2048.64,2021.0159,991.1544,1,4259.53212,2060.8083,2.06692,0.3472,2.04258,8.72625,6.00281,1267.3429,1075.6716,1.7653,2237.2456,1.17819,-0.78824,0.0
40.35,2.0792,2.07792,148.78172,12.85,0.3567,4095480.0,-118751.97,2048.64,2021.0159,991.1544,1,4259.53212,2060.8083,2.06692,0.3472,2.04258,8.72625,6.00281,1267.3429,1075.6716,1.7653,2237.2456,1.17819,-0.78824,0.0
40.5,2.07928,2.07792,148.78172,12.85,0.3567,4095730.0,-115114.01,2048.64,2021.0159,991.1544,1,4259.69624,2060.8877,2.06692,0.3472,2.04266,8.72658,6.00304,1267.3376,1075.668,1.76538,2237.338,1.17819,-0.78825,0.0
40.65,2.0793,2.07792,148.78172,12.85,0.3567,4095880.0,-111475.05,2048.64,2021.0159,991.1544,1,4259.73678,2060.90731,2.06692,0.3472,2.04268,8.72667,6.0031,1267.3363,1075.667,1.7654,2237.3606,1.17819,-0.78825,0.0
40.8,2.0793,2.07792,148.78172,12.85,0.3567,4095980.0,-107836.99,2048.64,2021.0159,991.1544,1,4259.73678,2060.90731,2.06692,0.3472,2.04268,8.72667,6.0031,1267.3363,1075.667,1.7654,2237.3606,1.17819,-0.78825,0.0
40.95,2.0793,2.07792,148.78172,12.85,0.3567,4096080.0,-104199.03,2048.64,2021.0159,991.1544,1,4259.73678,2060.90731,2.06692,0.3472,2.04268,8.72667,6.0031,1267.3363,1075.667,1.7654,2237.3606,1.17819,-0.78825,0.0
41.1,2.0793,2.07792,148.78172,12.85,0.3567,4096180.0,-100560.97,2048.64,2021.0159,991.1544,1,4259.73678,2060.90731,2.06692,0.3472,2.04268,8.72667,6.0031,1267.3363,1075.667,1.7654,2237.3606,1.17819,-0.78825,0.0
41.25,2.07937,2.07792,148.78172,12.85,0.3566,4096410.0,-96788.21,2048.64,2021.0159,991.1544,1,4259.88038,2060.97679,2.06692,0.3472,2.04275,8.72696,6.0033,1267.3071,1075.637,1.76556,2237.5093,1.17819,-0.78821,0.0
41.4,2.0794,2.07792,148.78172,13.44759,0.3566,4096570.2,-92985.55,2048.64,2021.0159,991.1544,1,4259.94192,2061.00656,2.06692,0.3472,2.04278,8.72709,6.00339,1267.305,1075.6356,1.76559,2237.544,1.17819,-0.78821,0.0
41.55,2.0794,2.07792,148.78172,13.75,0.3566,4096670.0,-89182.89,2048.64,2021.0159,991.1544,1,4259.94192,2061.00656,2.06692,0.3472,2.04278,8.72709,6.00339,1267.305,1075.6356,1.76559,2237.544,1.17819,-0.78821,0.0
41.7,2.0794,2.07792,148.78172,13.75,0.3566,4096770.0,-85380.13,2048.64,2021.0159,991.1544,1,4259.94192,2061.00656,2.06692,0.3472,2.04278,8.72709,6.00339,1267.305,1075.6356,1.76559,2237.544,1.17819,-0.78821,0.0
41.85,2.07946,2.07792,148.78172,13.56519,0.3566,4096990.0,-81577.47,2048.64,2021.0159,991.1544,1,4260.06452,2061.06587,2.06692,0.3472,2.04283,8.72734,6.00356,1267.3011,1075.6328,1.76565,2237.6128,1.17819,-0.78821,0.0
42.0,2.0795,2.07792,148.78172,12.55,0.3566,4097170.2,-77774.805,2048.64,2021.0159,991.1544,1,4260.14657,2061.10557,2.06692,0.3472,2.04287,8.72751,6.00367,1267.2985,1075.631,1.76569,2237.6587,1.17819,-0.78822,0.0
42.15,2.0795,2.07792,148.78172,11.77481,0.3566,4097270.0,-74063.445,2048.64,2021.0159,991.1544,1,4260.14657,2061.10557,2.06692,0.3472,2.04287,8.72751,6.00367,1267.2985,1075.631,1.76569,2237.6587,1.17819,-0.78822,0.0
42.3,2.0795,2.07792,148.78172,11.65,0.3566,4097370.0,-70421.39,2048.64,2021.0159,991.1544,1,4260.14657,2061.10557,2.06692,0.3472,2.04287,8.72751,6.00367,1267.2985,1075.631,1.76569,2237.6587,1.17819,-0.78822,0.0
42.45,2.0795,2.07792,148.78172,11.65,0.3565,4097470.0,-66779.234,2048.64,2021.0159,991.1544,1,4260.14657,2061.10557,2.06692,0.3472,2.04287,8.72751,6.00367,1267.2739,1075.6042,1.76578,2237.7268,1.1782,-0.78817,0.0
42.6,2.07955,2.07792,148.78172,12.1324,0.3565,4097669.8,-63137.074,2048.64,2021.0159,991.1544,1,4260.24915,2061.1552,2.06692,0.3472,2.04292,8.72772,6.00382,1267.2706,1075.6019,1.76583,2237.7844,1.1782,-0.78817,0.0
42.75,2.0796,2.07792,148.78172,12.862,0.3565,4097860.0,-59495.008,2048.64,2021.0159,991.1544,1,4260.35172,2061.20482,2.06692,0.3472,2.04297,8.72793,6.00396,1267.2673,1075.5996,1.76588,2237.842,1.1782,-0.78817,0.0
42.9,2.0796,2.07792,148.78172,13.90599,0.3565,4097959.8,-55852.848,2048.64,2021.0159,991.1544,1,4260.35172,2061.20482,2.06692,0.3472,2.04297,8.72793,6.00396,1267.2673,1075.5996,1.76588,2237.842,1.1782,-0.78817,0.0
43.05,2.0796,2.07792,148.78172,15.0892,0.3565,4098060.0,-52346.89,2048.64,2021.0159,991.1544,1,4260.35172,2061.20482,2.06692,0.3472,2.04297,8.72793,6.00396,1267.2673,1075.5996,1.76588,2237.842,1.1782,-0.78817,0.0
43.2,2.07965,2.07792,148.78172,15.55,0.3565,4098249.8,-49127.824,2048.64,2021.0159,991.1544,1,4260.4538,2061.25421,2.06692,0.3472,2.04302,8.72814,6.00411,1267.264,1075.5973,1.76593,2237.8994,1.1782,-0.78818,0.0
43.35,2.0797,2.07792,148.78172,15.55,0.3565,4098450.0,-45908.676,2048.64,2021.0159,991.1544,1,4260.55637,2061.30384,2.06692,0.3472,2.04307,8.72835,6.00425,1267.2607,1075.595,1.76598,2237.957,1.1782,-0.78818,0.0
43.5,2.0797,2.07792,148.78172,15.418,0.3565,4098550.0,-42689.61,2048.64,2021.0159,991.1544,1,4260.55637,2061.30384,2.06692,0.3472,2.04307,8.72835,6.00425,1267.2607,1075.595,1.76598,2237.957,1.1782,-0.78818,0.0
43.65,2.0797,2.07792,148.78172,15.25,0.3564,4098660.0,-39470.54,2048.64,2021.0159,991.1544,1,4260.55637,2061.30384,2.06692,0.3472,2.04307,8.72835,6.00425,1267.2361,1075.5682,1.76607,2238.0251,1.1782,-0.78813,0.0
43.8,2.0797,2.07792,148.78172,15.25,0.3564,4098750.0,-36251.39,2048.64,2021.0159,991.1544,1,4260.55637,2061.30384,2.06692,0.3472,2.04307,8.72835,6.00425,1267.2361,1075.5682,1.76607,2238.0251,1.1782,-0.78813,0.0
43.95,2.07974,2.07792,148.78172,15.1324,0.3564,4098930.0,-33077.42,2048.64,2021.0159,991.1544,1,4260.63843,2061.34354,2.06692,0.3472,2.04311,8.72851,6.00437,1267.2335,1075.5664,1.76611,2238.0713,1.1782,-0.78814,0.0
44.1,2.0798,2.07792,148.78172,14.61159,0.3564,4099150.0,-30459.781,2048.64,2021.0159,991.1544,1,4260.76102,2061.40285,2.06692,0.3472,2.04317,8.72877,6.00454,1267.2295,1075.5636,1.76617,2238.1401,1.1782,-0.78814,0.0
44.25,2.0798,2.07792,148.78172,13.618,0.3564,4099250.0,-27842.104,2048.64,2021.0159,991.1544,1,4260.76102,2061.40285,2.06692,0.3472,2.04317,8.72877,6.00454,1267.2295,1075.5636,1.76617,2238.1401,1.1782,-0.78814,0.0
44.4,2.0798,2.07792,148.78172,12.43722,0.3564,4099349.8,-25224.434,2048.64,2021.0159,991.1544,1,4260.76102,2061.40285,2.06692,0.3472,2.04317,8.72877,6.00454,1267.2295,1075.5636,1.76617,2238.1401,1.1782,-0.78814,0.0
44.55,2.0798,2.07792,148.78172,11.65,0.3564,4099450.2,-22606.795,2048.64,2021.0159,991.1544,1,4260.76102,2061.40285,2.06692,0.3472,2.04317,8.72877,6.00454,1267.2295,1075.5636,1.76617,2238.1401,1.1782,-0.78814,0.0
44.7,2.07983,2.07792,148.78172,11.65,0.3563,4099610.0,-19989.12,2048.64,2021.0159,991.1544,1,4260.82306,2061.43286,2.06692,0.3472,2.0432,8.72889,6.00463,1267.2029,1075.5354,1.76629,2238.243,1.17821,-0.78809,0.0
44.85,2.0799,2.07792,148.78172,12.08431,0.3563,4099840.0,-17371.484,2048.64,2021.0159,991.1544,1,4260.96617,2061.5021,2.06692,0.3472,2.04327,8.72919,6.00483,1267.1984,1075.5322,1.76636,2238.3235,1.17821,-0.7881,0.0
45.0,2.0799,2.07792,148.78172,13.2521,0.3563,4099940.0,-15321.405,2048.64,2021.0159,991.1544,1,4260.96617,2061.5021,2.06692,0.3472,2.04327,8.72919,6.00483,1267.1984,1075.5322,1.76636,2238.3235,1.17821,-0.7881,0.0
45.15,2.0799,2.07792,148.78172,13.6388,0.3563,4100040.0,-13389.124,2048.64,2021.0159,991.1544,1,4260.96617,2061.5021,2.06692,0.3472,2.04327,8.72919,6.00483,1267.1984,1075.5322,1.76636,2238.3235,1.17821,-0.7881,0.0
45.3,2.07992,2.07792,148.78172,13.8244,0.3563,4100190.0,-11456.896,2048.64,2021.0159,991.1544,1,4261.00671,2061.52172,2.06692,0.3472,2.04329,8.72927,6.00489,1267.197,1075.5314,1.76638,2238.3462,1.17821,-0.7881,0.0
45.45,2.08,2.07792,148.78172,14.1892,0.3563,4100440.0,-9524.614,2048.64,2021.0159,991.1544,1,4261.17082,2061.60112,2.06692,0.3472,2.04337,8.7296,6.00512,1267.1917,1075.5276,1.76646,2238.4382,1.1782,-0.78811,0.0
