DEPTH,RHOB,RHOB_2,DT,GR,PHIT,AI_obs,AI_obs_2,VP,VP_2,VS,LITHOLOGY,AI,SI,VPVS,PR,G_SAT,M_SAT,K_SAT,VP_gas,VS_gas,RHOB_gas,AI_gas,VPVS_gas,PR_gas,K_dry
33.15,2.0491,2.098,152.36028,15.76999,0.3755,3904690.0,175806.88,2000.5215,2063.385,963.1428,1,4099.26842,1973.57588,2.07708,0.34914,1.90084,8.20067,5.66623,1239.57,1051.6647,1.71866,2130.3992,1.17867,-0.78445,0.0
33.3,2.0491,2.098,152.36028,14.9906,0.3755,3904740.0,184466.02,2000.5215,2063.385,963.1428,1,4099.26842,1973.57588,2.07708,0.34914,1.90084,8.20067,5.66623,1239.57,1051.6647,1.71866,2130.3992,1.17867,-0.78445,0.0
33.45,2.04915,2.098,152.36028,13.50471,0.3755,3904890.2,193123.94,2000.5215,2063.385,963.1428,1,4099.36858,1973.6241,2.07708,0.34914,1.90088,8.20087,5.66637,1239.5664,1051.6622,1.71871,2130.455,1.17867,-0.78445,0.0
33.6,2.0492,2.098,152.36028,13.8484,0.3755,3905040.0,201783.08,2000.5215,2063.385,963.1428,1,4099.46874,1973.67233,2.07708,0.34914,1.90093,8.20108,5.6665,1239.5629,1051.6598,1.71876,2130.5112,1.17867,-0.78446,0.0
33.75,2.0492,2.098,152.36028,13.3988,0.3755,3905099.8,210442.0,2000.5215,2063.385,963.1428,1,4099.46874,1973.67233,2.07708,0.34914,1.90093,8.20108,5.6665,1239.5629,1051.6598,1.71876,2130.5112,1.17867,-0.78446,0.0
33.9,2.0492,2.098,152.36028,12.79961,0.3755,3905150.0,219099.89,2000.5215,2063.385,963.1428,1,4099.46874,1973.67233,2.07708,0.34914,1.90093,8.20108,5.6665,1239.5629,1051.6598,1.71876,2130.5112,1.17867,-0.78446,0.0
34.05,2.0492,2.098,152.36028,13.5418,0.3755,3905210.0,227233.02,2000.5215,2063.385,963.1428,1,4099.46874,1973.67233,2.07708,0.34914,1.90093,8.20108,5.6665,1239.5629,1051.6598,1.71876,2130.5112,1.17867,-0.78446,0.0
34.2,2.0492,2.098,152.36028,14.0231,0.3755,3905260.0,233401.95,2000.5215,2063.385,963.1428,1,4099.46874,1973.67233,2.07708,0.34914,1.90093,8.20108,5.6665,1239.5629,1051.6598,1.71876,2130.5112,1.17867,-0.78446,0.0
34.35,2.0492,2.098,152.36028,14.38441,0.3755,3905320.0,239572.05,2000.5215,2063.385,963.1428,1,4099.46874,1973.67233,2.07708,0.34914,1.90093,8.20108,5.6665,1239.5629,1051.6598,1.71876,2130.5112,1.17867,-0.78446,0.0
34.5,2.04924,2.098,152.36028,15.2832,0.3755,3905440.0,245741.0,2000.5215,2063.385,963.1428,1,4099.54887,1973.71091,2.07708,0.34914,1.90097,8.20124,5.66661,1239.56,1051.6577,1.7188,2130.556,1.17867,-0.78446,0.0
34.65,2.0493,2.098,152.36028,16.96278,0.3755,3905620.0,251909.92,2000.5215,2063.385,963.1428,1,4099.66859,1973.76854,2.07708,0.34914,1.90102,8.20148,5.66678,1239.5558,1051.6548,1.71886,2130.6228,1.17867,-0.78446,0.0
34.8,2.0493,2.098,152.36028,17.8804,0.3755,3905679.8,258079.0,2000.5215,2063.385,963.1428,1,4099.66859,1973.76854,2.07708,0.34914,1.90102,8.20148,5.66678,1239.5558,1051.6548,1.71886,2130.6228,1.17867,-0.78446,0.0
34.95,2.0493,2.098,152.36028,17.7081,0.3755,3905730.0,263533.97,2000.5215,2063.385,963.1428,1,4099.66859,1973.76854,2.07708,0.34914,1.90102,8.20148,5.66678,1239.5558,1051.6548,1.71886,2130.6228,1.17867,-0.78446,0.0
35.1,2.0493,2.098,152.36028,17.06969,0.3754,3905780.0,266935.03,2000.5215,2063.385,963.1428,1,4099.66859,1973.76854,2.07708,0.34914,1.90102,8.20148,5.66678,1239.5308,1051.6279,1.71895,2130.6887,1.17868,-0.78442,0.0
35.25,2.0493,2.098,152.36028,15.7572,0.3754,3905840.0,270336.0,2000.5215,2063.385,963.1428,1,4099.66859,1973.76854,2.07708,0.34914,1.90102,8.20148,5.66678,1239.5308,1051.6279,1.71895,2130.6887,1.17868,-0.78442,0.0
35.4,2.0493,2.098,152.36028,14.25602,0.3754,3905890.0,273736.97,2000.5215,2063.385,963.1428,1,4099.66859,1973.76854,2.07708,0.34914,1.90102,8.20148,5.66678,1239.5308,1051.6279,1.71895,2130.6887,1.17868,-0.78442,0.0
35.55,2.0493,2.098,152.36028,13.6541,0.3754,3905949.8,277138.0,2000.5215,2063.385,963.1428,1,4099.66859,1973.76854,2.07708,0.34914,1.90102,8.20148,5.66678,1239.5308,1051.6279,1.71895,2130.6887,1.17868,-0.78442,0.0
35.7,2.04932,2.098,152.36028,14.0064,0.3754,3906050.2,280538.97,2000.5215,2063.385,963.1428,1,4099.70865,1973.78783,2.07708,0.34914,1.90104,8.20156,5.66684,1239.5293,1051.627,1.71897,2130.7112,1.17868,-0.78442,0.0
35.85,2.0494,2.098,152.36028,14.6616,0.3754,3906250.0,283087.0,2000.5215,2063.385,963.1428,1,4099.86891,1973.86499,2.07708,0.34914,1.90111,8.20188,5.66706,1239.5237,1051.6229,1.71905,2130.8008,1.17868,-0.78442,0.0
36.0,2.0494,2.098,152.36028,15.11,0.3754,3906310.0,283688.0,2000.5215,2063.385,963.1428,1,4099.86891,1973.86499,2.07708,0.34914,1.90111,8.20188,5.66706,1239.5237,1051.6229,1.71905,2130.8008,1.17868,-0.78442,0.0
36.15,2.0494,2.098,152.36028,14.9786,0.3754,3906360.0,284290.0,2000.5215,2063.385,963.1428,1,4099.86891,1973.86499,2.07708,0.34914,1.90111,8.20188,5.66706,1239.5237,1051.6229,1.71905,2130.8008,1.17868,-0.78442,0.0
36.3,2.0494,2.098,152.36028,14.205,0.3754,3906410.0,284891.0,2000.5215,2063.385,963.1428,1,4099.86891,1973.86499,2.07708,0.34914,1.90111,8.20188,5.66706,1239.5237,1051.6229,1.71905,2130.8008,1.17868,-0.78442,0.0
36.45,2.0494,2.098,152.36028,13.35201,0.3754,3906470.0,285493.0,2000.5215,2063.385,963.1428,1,4099.86891,1973.86499,2.07708,0.34914,1.90111,8.20188,5.66706,1239.5237,1051.6229,1.71905,2130.8008,1.17868,-0.78442,0.0
36.6,2.0494,2.098,152.36028,13.59331,0.3754,3906520.0,286094.0,2000.5215,2063.385,963.1428,1,4099.86891,1973.86499,2.07708,0.34914,1.90111,8.20188,5.66706,1239.5237,1051.6229,1.71905,2130.8008,1.17868,-0.78442,0.0
36.75,2.04941,2.098,152.36028,14.642,0.3754,3906600.0,285784.0,2000.5215,2063.385,963.1428,1,4099.88847,1973.8744,2.07708,0.34914,1.90112,8.20191,5.66708,1239.523,1051.6224,1.71906,2130.8118,1.17868,-0.78443,0.0
36.9,2.0495,2.098,152.36028,16.92197,0.3753,3906830.0,283794.03,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
37.05,2.0495,2.098,152.36028,16.7633,0.3753,3906880.2,281804.0,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
37.2,2.0495,2.098,152.36028,15.77931,0.3753,3906930.0,279814.0,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
37.35,2.0495,2.098,152.36028,14.74199,0.3753,3906990.0,277824.0,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
37.5,2.0495,2.098,152.36028,13.8736,0.3753,3907040.0,275834.0,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
37.65,2.0495,2.098,152.36028,13.4848,0.3753,3907100.0,272975.03,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
37.8,2.0495,2.098,152.36028,13.70509,0.3753,3907160.0,268807.0,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
37.95,2.0495,2.098,152.36028,11.48002,0.3753,3907210.0,264638.03,2000.5215,2063.385,963.1428,1,4100.06876,1973.9612,2.07708,0.34914,1.90121,8.20228,5.66733,1239.4916,1051.5911,1.71924,2130.9785,1.17868,-0.78438,0.0
38.1,2.0496,2.098,152.36028,11.5195,0.3753,3907450.0,260469.97,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4846,1051.5862,1.71934,2131.0903,1.17868,-0.78439,0.0
38.25,2.0496,2.098,152.36028,12.0359,0.3753,3907510.0,256301.02,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4846,1051.5862,1.71934,2131.0903,1.17868,-0.78439,0.0
38.4,2.0496,2.098,152.36028,12.4436,0.3753,3907560.0,252132.05,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4846,1051.5862,1.71934,2131.0903,1.17868,-0.78439,0.0
38.55,2.0496,2.098,152.36028,13.212,0.3753,3907620.0,247243.98,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4846,1051.5862,1.71934,2131.0903,1.17868,-0.78439,0.0
38.7,2.0496,2.098,152.36028,13.6399,0.3752,3907680.0,241461.05,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4595,1051.5593,1.71942,2131.1562,1.17869,-0.78434,0.0
38.85,2.0496,2.098,152.36028,13.1623,0.3752,3907730.2,235677.97,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4595,1051.5593,1.71942,2131.1562,1.17869,-0.78434,0.0
39.0,2.0496,2.098,152.36028,13.5299,0.3752,3907790.0,229895.03,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4595,1051.5593,1.71942,2131.1562,1.17869,-0.78434,0.0
39.15,2.0496,2.098,152.36028,14.72398,0.3752,3907840.0,224112.1,2000.5215,2063.385,963.1428,1,4100.26861,1974.05742,2.07708,0.34914,1.9013,8.20268,5.66761,1239.4595,1051.5593,1.71942,2131.1562,1.17869,-0.78434,0.0
39.3,2.04969,2.098,152.36028,15.3444,0.3752,3908060.0,218328.98,2000.5215,2063.385,963.1428,1,4100.4489,1974.14422,2.07708,0.34914,1.90138,8.20304,5.66786,1239.4531,1051.5548,1.71951,2131.257,1.17869,-0.78435,0.0
39.45,2.0497,2.098,152.36028,14.23471,0.3752,3908140.0,212070.05,2000.5215,2063.385,963.1428,1,4100.46893,1974.15386,2.07708,0.34914,1.90139,8.20308,5.66789,1239.4524,1051.5543,1.71952,2131.2683,1.17869,-0.78435,0.0
39.6,2.0497,2.098,152.36028,14.5739,0.3752,3908200.0,205320.95,2000.5215,2063.385,963.1428,1,4100.46893,1974.15386,2.07708,0.34914,1.90139,8.20308,5.66789,1239.4524,1051.5543,1.71952,2131.2683,1.17869,-0.78435,0.0
39.75,2.0497,2.098,152.36028,15.1211,0.3752,3908249.8,198571.02,2000.5215,2063.385,963.1428,1,4100.46893,1974.15386,2.07708,0.34914,1.90139,8.20308,5.66789,1239.4524,1051.5543,1.71952,2131.2683,1.17869,-0.78435,0.0
39.9,2.0497,2.098,152.36028,13.86002,0.3752,3908310.2,191821.1,2000.5215,2063.385,963.1428,1,4100.46893,1974.15386,2.07708,0.34914,1.90139,8.20308,5.66789,1239.4524,1051.5543,1.71952,2131.2683,1.17869,-0.78435,0.0
40.05,2.0497,2.098,152.36028,13.7696,0.3752,3908360.0,185071.98,2000.5215,2063.385,963.1428,1,4100.46893,1974.15386,2.07708,0.34914,1.90139,8.20308,5.66789,1239.4524,1051.5543,1.71952,2131.2683,1.17869,-0.78435,0.0
40.2,2.0497,2.098,152.36028,13.5487,0.3752,3908420.0,178322.05,2000.5215,2063.385,963.1428,1,4100.46893,1974.15386,2.07708,0.34914,1.90139,8.20308,5.66789,1239.4524,1051.5543,1.71952,2131.2683,1.17869,-0.78435,0.0
40.35,2.04977,2.098,152.36028,13.5123,0.3752,3908610.0,171406.95,2000.5215,2063.385,963.1428,1,4100.60916,1974.22138,2.07708,0.34914,1.90146,8.20336,5.66808,1239.4475,1051.5509,1.71959,2131.3467,1.17869,-0.78436,0.0
40.5,2.0498,2.098,152.36028,13.6693,0.3751,3908720.0,164350.02,2000.5215,2063.385,963.1428,1,4100.66878,1974.25008,2.07708,0.34914,1.90148,8.20348,5.66816,1239.4203,1051.5225,1.71971,2131.446,1.17869,-0.78431,0.0
40.65,2.0498,2.098,152.36028,13.576,0.3751,3908769.8,157293.1,2000.5215,2063.385,963.1428,1,4100.66878,1974.25008,2.07708,0.34914,1.90148,8.20348,5.66816,1239.4203,1051.5225,1.71971,2131.446,1.17869,-0.78431,0.0
40.8,2.0498,2.098,152.36028,12.386,0.3751,3908829.8,150235.98,2000.5215,2063.385,963.1428,1,4100.66878,1974.25008,2.07708,0.34914,1.90148,8.20348,5.66816,1239.4203,1051.5225,1.71971,2131.446,1.17869,-0.78431,0.0
40.95,2.0498,2.098,152.36028,12.1815,0.3751,3908880.0,143179.05,2000.5215,2063.385,963.1428,1,4100.66878,1974.25008,2.07708,0.34914,1.90148,8.20348,5.66816,1239.4203,1051.5225,1.71971,2131.446,1.17869,-0.78431,0.0
41.1,2.0498,2.098,152.36028,13.11672,0.3751,3908940.0,136122.95,2000.5215,2063.385,963.1428,1,4100.66878,1974.25008,2.07708,0.34914,1.90148,8.20348,5.66816,1239.4203,1051.5225,1.71971,2131.446,1.17869,-0.78431,0.0
41.25,2.0498,2.098,152.36028,14.9835,0.3751,3908990.0,129238.016,2000.5215,2063.385,963.1428,1,4100.66878,1974.25008,2.07708,0.34914,1.90148,8.20348,5.66816,1239.4203,1051.5225,1.71971,2131.446,1.17869,-0.78431,0.0
41.4,2.0498,2.098,152.36028,14.9728,0.3751,3909050.0,122476.086,2000.5215,2063.385,963.1428,1,4100.66878,1974.25008,2.07708,0.34914,1.90148,8.20348,5.66816,1239.4203,1051.5225,1.71971,2131.446,1.17869,-0.78431,0.0
41.55,2.04986,2.098,152.36028,14.7098,0.3751,3909220.0,115712.984,2000.5215,2063.385,963.1428,1,4100.78897,1974.30795,2.07708,0.34914,1.90154,8.20372,5.66833,1239.4161,1051.5195,1.71977,2131.5132,1.17869,-0.78432,0.0
41.7,2.0499,2.098,152.36028,15.0384,0.3751,3909349.8,108951.05,2000.5215,2063.385,963.1428,1,4100.8691,1974.34652,2.07708,0.34914,1.90158,8.20388,5.66844,1239.4133,1051.5176,1.71981,2131.5579,1.17869,-0.78432,0.0
41.85,2.0499,2.098,152.36028,15.5613,0.3751,3909400.0,102187.95,2000.5215,2063.385,963.1428,1,4100.8691,1974.34652,2.07708,0.34914,1.90158,8.20388,5.66844,1239.4133,1051.5176,1.71981,2131.5579,1.17869,-0.78432,0.0
42.0,2.0499,2.098,152.36028,15.9275,0.3751,3909460.0,95425.62,2000.5215,2063.385,963.1428,1,4100.8691,1974.34652,2.07708,0.34914,1.90158,8.20388,5.66844,1239.4133,1051.5176,1.71981,2131.5579,1.17869,-0.78432,0.0
42.15,2.0499,2.098,152.36028,15.7088,0.3751,3909510.0,89157.48,2000.5215,2063.385,963.1428,1,4100.8691,1974.34652,2.07708,0.34914,1.90158,8.20388,5.66844,1239.4133,1051.5176,1.71981,2131.5579,1.17869,-0.78432,0.0
42.3,2.0499,2.098,152.36028,14.3244,0.375,3909570.0,83175.69,2000.5215,2063.385,963.1428,1,4100.8691,1974.34652,2.07708,0.34914,1.90158,8.20388,5.66844,1239.3883,1051.4907,1.7199,2131.624,1.1787,-0.78427,0.0
42.45,2.0499,2.098,152.36028,13.48751,0.375,3909620.0,77193.84,2000.5215,2063.385,963.1428,1,4100.8691,1974.34652,2.07708,0.34914,1.90158,8.20388,5.66844,1239.3883,1051.4907,1.7199,2131.624,1.1787,-0.78427,0.0
42.6,2.04995,2.098,152.36028,13.94931,0.375,3909770.0,71211.95,2000.5215,2063.385,963.1428,1,4100.96879,1974.39452,2.07708,0.34914,1.90162,8.20408,5.66858,1239.3848,1051.4883,1.71995,2131.6797,1.1787,-0.78428,0.0
42.75,2.05,2.098,152.36028,15.4096,0.375,3909920.0,65230.117,2000.5215,2063.385,963.1428,1,4101.06895,1974.44274,2.07708,0.34914,1.90167,8.20428,5.66872,1239.3812,1051.4857,1.72,2131.7356,1.1787,-0.78428,0.0
42.9,2.05,2.098,152.36028,16.88238,0.375,3909980.0,59248.27,2000.5215,2063.385,963.1428,1,4101.06895,1974.44274,2.07708,0.34914,1.90167,8.20428,5.66872,1239.3812,1051.4857,1.72,2131.7356,1.1787,-0.78428,0.0
43.05,2.05,2.098,152.36028,16.8006,0.375,3910030.2,54022.79,2000.5215,2063.385,963.1428,1,4101.06895,1974.44274,2.07708,0.34914,1.90167,8.20428,5.66872,1239.3812,1051.4857,1.72,2131.7356,1.1787,-0.78428,0.0
43.2,2.05,2.098,152.36028,15.17651,0.375,3910090.0,49153.04,2000.5215,2063.385,963.1428,1,4101.06895,1974.44274,2.07708,0.34914,1.90167,8.20428,5.66872,1239.3812,1051.4857,1.72,2131.7356,1.1787,-0.78428,0.0
43.35,2.05,2.098,152.36028,13.44,0.375,3910140.0,44283.16,2000.5215,2063.385,963.1428,1,4101.06895,1974.44274,2.07708,0.34914,1.90167,8.20428,5.66872,1239.3812,1051.4857,1.72,2131.7356,1.1787,-0.78428,0.0
43.5,2.05,2.098,152.36028,13.0265,0.375,3910199.8,39413.41,2000.5215,2063.385,963.1428,1,4101.06895,1974.44274,2.07708,0.34914,1.90167,8.20428,5.66872,1239.3812,1051.4857,1.72,2131.7356,1.1787,-0.78428,0.0
43.65,2.05,2.098,152.36028,13.362,0.375,3910250.0,34543.562,2000.5215,2063.385,963.1428,1,4101.06895,1974.44274,2.07708,0.34914,1.90167,8.20428,5.66872,1239.3812,1051.4857,1.72,2131.7356,1.1787,-0.78428,0.0
43.8,2.05004,2.098,152.36028,15.2056,0.375,3910380.0,29673.793,2000.5215,2063.385,963.1428,1,4101.14908,1974.48132,2.07708,0.34914,1.90171,8.20444,5.66883,1239.3784,1051.4838,1.72004,2131.7805,1.17869,-0.78429,0.0
43.95,2.0501,2.098,152.36028,17.06129,0.375,3910560.0,25726.531,2000.5215,2063.385,963.1428,1,4101.26927,1974.53918,2.07708,0.34914,1.90176,8.20468,5.66899,1239.3743,1051.4808,1.7201,2131.8477,1.17869,-0.78429,0.0
44.1,2.0501,2.098,152.36028,16.4385,0.375,3910610.0,22125.572,2000.5215,2063.385,963.1428,1,4101.26927,1974.53918,2.07708,0.34914,1.90176,8.20468,5.66899,1239.3743,1051.4808,1.7201,2131.8477,1.17869,-0.78429,0.0
44.25,2.0501,2.098,152.36028,16.7,0.3749,3910670.0,18524.61,2000.5215,2063.385,963.1428,1,4101.26927,1974.53918,2.07708,0.34914,1.90176,8.20468,5.66899,1239.3491,1051.454,1.72019,2131.9136,1.1787,-0.78424,0.0
44.4,2.0501,2.098,152.36028,17.0336,0.3749,3910720.0,14923.746,2000.5215,2063.385,963.1428,1,4101.26927,1974.53918,2.07708,0.34914,1.90176,8.20468,5.66899,1239.3491,1051.454,1.72019,2131.9136,1.1787,-0.78424,0.0
44.55,2.0501,2.098,152.36028,16.246,0.3749,3910779.8,11322.79,2000.5215,2063.385,963.1428,1,4101.26927,1974.53918,2.07708,0.34914,1.90176,8.20468,5.66899,1239.3491,1051.454,1.72019,2131.9136,1.1787,-0.78424,0.0
44.7,2.0501,2.098,152.36028,13.98712,0.3749,3910830.0,7721.878,2000.5215,2063.385,963.1428,1,4101.26927,1974.53918,2.07708,0.34914,1.90176,8.20468,5.66899,1239.3491,1051.454,1.72019,2131.9136,1.1787,-0.78424,0.0
44.85,2.05013,2.098,152.36028,13.09731,0.3749,3910940.0,5092.052,2000.5215,2063.385,963.1428,1,4101.32889,1974.56789,2.07708,0.34914,1.90179,8.2048,5.66908,1239.347,1051.4525,1.72022,2131.947,1.1787,-0.78425,0.0
45.0,2.0502,2.098,152.36028,14.439,0.3749,3911130.2,2745.796,2000.5215,2063.385,963.1428,1,4101.46912,1974.6354,2.07708,0.34914,1.90186,8.20508,5.66927,1239.3422,1051.4491,1.72029,2132.0254,1.1787,-0.78425,0.0
45.15,2.0502,2.098,152.36028,16.35238,0.3749,3911190.0,399.54385,2000.5215,2063.385,963.1428,1,4101.46912,1974.6354,2.07708,0.34914,1.90186,8.20508,5.66927,1239.3422,1051.4491,1.72029,2132.0254,1.1787,-0.78425,0.0
45.3,2.0502,2.098,152.36028,15.7886,0.3749,3911240.0,-1946.7059,2000.5215,2063.385,963.1428,1,4101.46912,1974.6354,2.07708,0.34914,1.90186,8.20508,5.66927,1239.3422,1051.4491,1.72029,2132.0254,1.1787,-0.78425,0.0
45.45,2.0502,2.098,152.36028,14.92401,0.3749,3911300.0,-4292.962,2000.5215,2063.385,963.1428,1,4101.46912,1974.6354,2.07708,0.34914,1.90186,8.20508,5.66927,1239.3422,1051.4491,1.72029,2132.0254,1.1787,-0.78425,0.0
45.6,2.0502,2.098,152.36028,14.055,0.3749,3911350.0,-6639.2114,2000.5215,2063.385,963.1428,1,4101.46912,1974.6354,2.07708,0.34914,1.90186,8.20508,5.66927,1239.3422,1051.4491,1.72029,2132.0254,1.1787,-0.78425,0.0
